,type,lung,mask
5376,valid,dataset\dataset\lungs\5376.png,dataset\dataset\masks\5376.png
5377,valid,dataset\dataset\lungs\5377.png,dataset\dataset\masks\5377.png
5379,valid,dataset\lungs\0559.png,dataset\masks\0559.png
5380,valid,dataset\dataset\lungs\5380.png,dataset\dataset\masks\5380.png
5381,valid,dataset\dataset\lungs\5381.png,dataset\dataset\masks\5381.png
5382,valid,dataset\dataset\lungs\5382.png,dataset\dataset\masks\5382.png
5383,valid,dataset\dataset\lungs\5383.png,dataset\dataset\masks\5383.png
5384,valid,dataset\dataset\lungs\5384.png,dataset\dataset\masks\5384.png
5385,valid,dataset\dataset\lungs\5385.png,dataset\dataset\masks\5385.png
5386,valid,dataset\dataset\lungs\5386.png,dataset\dataset\masks\5386.png
5387,valid,dataset\dataset\lungs\5387.png,dataset\dataset\masks\5387.png
5388,valid,dataset\dataset\lungs\5388.png,dataset\dataset\masks\5388.png
5390,valid,dataset\lungs\0130.png,dataset\masks\0130.png
5391,valid,dataset\dataset\lungs\5391.png,dataset\dataset\masks\5391.png
5392,valid,dataset\dataset\lungs\5392.png,dataset\dataset\masks\5392.png
5393,valid,dataset\dataset\lungs\5393.png,dataset\dataset\masks\5393.png
5394,valid,dataset\dataset\lungs\5394.png,dataset\dataset\masks\5394.png
5395,valid,dataset\dataset\lungs\5395.png,dataset\dataset\masks\5395.png
5396,valid,dataset\dataset\lungs\5396.png,dataset\dataset\masks\5396.png
5397,valid,dataset\dataset\lungs\5397.png,dataset\dataset\masks\5397.png
5398,valid,dataset\dataset\lungs\5398.png,dataset\dataset\masks\5398.png
5399,valid,dataset\dataset\lungs\5399.png,dataset\dataset\masks\5399.png
5401,valid,dataset\lungs\0038.png,dataset\masks\0038.png
5402,valid,dataset\dataset\lungs\5402.png,dataset\dataset\masks\5402.png
5403,valid,dataset\dataset\lungs\5403.png,dataset\dataset\masks\5403.png
5404,valid,dataset\dataset\lungs\5404.png,dataset\dataset\masks\5404.png
5405,valid,dataset\dataset\lungs\5405.png,dataset\dataset\masks\5405.png
5406,valid,dataset\dataset\lungs\5406.png,dataset\dataset\masks\5406.png
5407,valid,dataset\dataset\lungs\5407.png,dataset\dataset\masks\5407.png
5408,valid,dataset\dataset\lungs\5408.png,dataset\dataset\masks\5408.png
5409,valid,dataset\dataset\lungs\5409.png,dataset\dataset\masks\5409.png
5410,valid,dataset\dataset\lungs\5410.png,dataset\dataset\masks\5410.png
5412,valid,dataset\lungs\0222.png,dataset\masks\0222.png
5413,valid,dataset\dataset\lungs\5413.png,dataset\dataset\masks\5413.png
5414,valid,dataset\dataset\lungs\5414.png,dataset\dataset\masks\5414.png
5415,valid,dataset\dataset\lungs\5415.png,dataset\dataset\masks\5415.png
5416,valid,dataset\dataset\lungs\5416.png,dataset\dataset\masks\5416.png
5417,valid,dataset\dataset\lungs\5417.png,dataset\dataset\masks\5417.png
5418,valid,dataset\dataset\lungs\5418.png,dataset\dataset\masks\5418.png
5419,valid,dataset\dataset\lungs\5419.png,dataset\dataset\masks\5419.png
5420,valid,dataset\dataset\lungs\5420.png,dataset\dataset\masks\5420.png
5421,valid,dataset\dataset\lungs\5421.png,dataset\dataset\masks\5421.png
5423,valid,dataset\lungs\0310.png,dataset\masks\0310.png
5424,valid,dataset\dataset\lungs\5424.png,dataset\dataset\masks\5424.png
5425,valid,dataset\dataset\lungs\5425.png,dataset\dataset\masks\5425.png
5426,valid,dataset\dataset\lungs\5426.png,dataset\dataset\masks\5426.png
5427,valid,dataset\dataset\lungs\5427.png,dataset\dataset\masks\5427.png
5428,valid,dataset\dataset\lungs\5428.png,dataset\dataset\masks\5428.png
5429,valid,dataset\dataset\lungs\5429.png,dataset\dataset\masks\5429.png
5430,valid,dataset\dataset\lungs\5430.png,dataset\dataset\masks\5430.png
5431,valid,dataset\dataset\lungs\5431.png,dataset\dataset\masks\5431.png
5432,valid,dataset\dataset\lungs\5432.png,dataset\dataset\masks\5432.png
5434,valid,dataset\lungs\0246.png,dataset\masks\0246.png
5435,valid,dataset\dataset\lungs\5435.png,dataset\dataset\masks\5435.png
5436,valid,dataset\dataset\lungs\5436.png,dataset\dataset\masks\5436.png
5437,valid,dataset\dataset\lungs\5437.png,dataset\dataset\masks\5437.png
5438,valid,dataset\dataset\lungs\5438.png,dataset\dataset\masks\5438.png
5439,valid,dataset\dataset\lungs\5439.png,dataset\dataset\masks\5439.png
5440,valid,dataset\dataset\lungs\5440.png,dataset\dataset\masks\5440.png
5441,valid,dataset\dataset\lungs\5441.png,dataset\dataset\masks\5441.png
5442,valid,dataset\dataset\lungs\5442.png,dataset\dataset\masks\5442.png
5443,valid,dataset\dataset\lungs\5443.png,dataset\dataset\masks\5443.png
5445,valid,dataset\lungs\0293.png,dataset\masks\0293.png
5446,valid,dataset\dataset\lungs\5446.png,dataset\dataset\masks\5446.png
5447,valid,dataset\dataset\lungs\5447.png,dataset\dataset\masks\5447.png
5448,valid,dataset\dataset\lungs\5448.png,dataset\dataset\masks\5448.png
5449,valid,dataset\dataset\lungs\5449.png,dataset\dataset\masks\5449.png
5450,valid,dataset\dataset\lungs\5450.png,dataset\dataset\masks\5450.png
5451,valid,dataset\dataset\lungs\5451.png,dataset\dataset\masks\5451.png
5452,valid,dataset\dataset\lungs\5452.png,dataset\dataset\masks\5452.png
5453,valid,dataset\dataset\lungs\5453.png,dataset\dataset\masks\5453.png
5454,valid,dataset\dataset\lungs\5454.png,dataset\dataset\masks\5454.png
5456,valid,dataset\lungs\0258.png,dataset\masks\0258.png
5457,valid,dataset\dataset\lungs\5457.png,dataset\dataset\masks\5457.png
5458,valid,dataset\dataset\lungs\5458.png,dataset\dataset\masks\5458.png
5459,valid,dataset\dataset\lungs\5459.png,dataset\dataset\masks\5459.png
5460,valid,dataset\dataset\lungs\5460.png,dataset\dataset\masks\5460.png
5461,valid,dataset\dataset\lungs\5461.png,dataset\dataset\masks\5461.png
5462,valid,dataset\dataset\lungs\5462.png,dataset\dataset\masks\5462.png
5463,valid,dataset\dataset\lungs\5463.png,dataset\dataset\masks\5463.png
5464,valid,dataset\dataset\lungs\5464.png,dataset\dataset\masks\5464.png
5465,valid,dataset\dataset\lungs\5465.png,dataset\dataset\masks\5465.png
5467,valid,dataset\lungs\0631.png,dataset\masks\0631.png
5468,valid,dataset\dataset\lungs\5468.png,dataset\dataset\masks\5468.png
5469,valid,dataset\dataset\lungs\5469.png,dataset\dataset\masks\5469.png
5470,valid,dataset\dataset\lungs\5470.png,dataset\dataset\masks\5470.png
5471,valid,dataset\dataset\lungs\5471.png,dataset\dataset\masks\5471.png
5472,valid,dataset\dataset\lungs\5472.png,dataset\dataset\masks\5472.png
5473,valid,dataset\dataset\lungs\5473.png,dataset\dataset\masks\5473.png
5474,valid,dataset\dataset\lungs\5474.png,dataset\dataset\masks\5474.png
5475,valid,dataset\dataset\lungs\5475.png,dataset\dataset\masks\5475.png
5476,valid,dataset\dataset\lungs\5476.png,dataset\dataset\masks\5476.png
5478,valid,dataset\lungs\0093.png,dataset\masks\0093.png
5479,valid,dataset\dataset\lungs\5479.png,dataset\dataset\masks\5479.png
5480,valid,dataset\dataset\lungs\5480.png,dataset\dataset\masks\5480.png
5481,valid,dataset\dataset\lungs\5481.png,dataset\dataset\masks\5481.png
5482,valid,dataset\dataset\lungs\5482.png,dataset\dataset\masks\5482.png
5483,valid,dataset\dataset\lungs\5483.png,dataset\dataset\masks\5483.png
5484,valid,dataset\dataset\lungs\5484.png,dataset\dataset\masks\5484.png
5485,valid,dataset\dataset\lungs\5485.png,dataset\dataset\masks\5485.png
5486,valid,dataset\dataset\lungs\5486.png,dataset\dataset\masks\5486.png
5487,valid,dataset\dataset\lungs\5487.png,dataset\dataset\masks\5487.png
5489,valid,dataset\lungs\0584.png,dataset\masks\0584.png
5490,valid,dataset\dataset\lungs\5490.png,dataset\dataset\masks\5490.png
5491,valid,dataset\dataset\lungs\5491.png,dataset\dataset\masks\5491.png
5492,valid,dataset\dataset\lungs\5492.png,dataset\dataset\masks\5492.png
5493,valid,dataset\dataset\lungs\5493.png,dataset\dataset\masks\5493.png
5494,valid,dataset\dataset\lungs\5494.png,dataset\dataset\masks\5494.png
5495,valid,dataset\dataset\lungs\5495.png,dataset\dataset\masks\5495.png
5496,valid,dataset\dataset\lungs\5496.png,dataset\dataset\masks\5496.png
5497,valid,dataset\dataset\lungs\5497.png,dataset\dataset\masks\5497.png
5498,valid,dataset\dataset\lungs\5498.png,dataset\dataset\masks\5498.png
5500,valid,dataset\lungs\0230.png,dataset\masks\0230.png
5501,valid,dataset\dataset\lungs\5501.png,dataset\dataset\masks\5501.png
5502,valid,dataset\dataset\lungs\5502.png,dataset\dataset\masks\5502.png
5503,valid,dataset\dataset\lungs\5503.png,dataset\dataset\masks\5503.png
5504,valid,dataset\dataset\lungs\5504.png,dataset\dataset\masks\5504.png
5505,valid,dataset\dataset\lungs\5505.png,dataset\dataset\masks\5505.png
5506,valid,dataset\dataset\lungs\5506.png,dataset\dataset\masks\5506.png
5507,valid,dataset\dataset\lungs\5507.png,dataset\dataset\masks\5507.png
5508,valid,dataset\dataset\lungs\5508.png,dataset\dataset\masks\5508.png
5509,valid,dataset\dataset\lungs\5509.png,dataset\dataset\masks\5509.png
5511,valid,dataset\lungs\0587.png,dataset\masks\0587.png
5512,valid,dataset\dataset\lungs\5512.png,dataset\dataset\masks\5512.png
5513,valid,dataset\dataset\lungs\5513.png,dataset\dataset\masks\5513.png
5514,valid,dataset\dataset\lungs\5514.png,dataset\dataset\masks\5514.png
5515,valid,dataset\dataset\lungs\5515.png,dataset\dataset\masks\5515.png
5516,valid,dataset\dataset\lungs\5516.png,dataset\dataset\masks\5516.png
5517,valid,dataset\dataset\lungs\5517.png,dataset\dataset\masks\5517.png
5518,valid,dataset\dataset\lungs\5518.png,dataset\dataset\masks\5518.png
5519,valid,dataset\dataset\lungs\5519.png,dataset\dataset\masks\5519.png
5520,valid,dataset\dataset\lungs\5520.png,dataset\dataset\masks\5520.png
5522,valid,dataset\lungs\0682.png,dataset\masks\0682.png
5523,valid,dataset\dataset\lungs\5523.png,dataset\dataset\masks\5523.png
5524,valid,dataset\dataset\lungs\5524.png,dataset\dataset\masks\5524.png
5525,valid,dataset\dataset\lungs\5525.png,dataset\dataset\masks\5525.png
5526,valid,dataset\dataset\lungs\5526.png,dataset\dataset\masks\5526.png
5527,valid,dataset\dataset\lungs\5527.png,dataset\dataset\masks\5527.png
5528,valid,dataset\dataset\lungs\5528.png,dataset\dataset\masks\5528.png
5529,valid,dataset\dataset\lungs\5529.png,dataset\dataset\masks\5529.png
5530,valid,dataset\dataset\lungs\5530.png,dataset\dataset\masks\5530.png
5531,valid,dataset\dataset\lungs\5531.png,dataset\dataset\masks\5531.png
5533,valid,dataset\lungs\0108.png,dataset\masks\0108.png
5534,valid,dataset\dataset\lungs\5534.png,dataset\dataset\masks\5534.png
5535,valid,dataset\dataset\lungs\5535.png,dataset\dataset\masks\5535.png
5536,valid,dataset\dataset\lungs\5536.png,dataset\dataset\masks\5536.png
5537,valid,dataset\dataset\lungs\5537.png,dataset\dataset\masks\5537.png
5538,valid,dataset\dataset\lungs\5538.png,dataset\dataset\masks\5538.png
5539,valid,dataset\dataset\lungs\5539.png,dataset\dataset\masks\5539.png
5540,valid,dataset\dataset\lungs\5540.png,dataset\dataset\masks\5540.png
5541,valid,dataset\dataset\lungs\5541.png,dataset\dataset\masks\5541.png
5542,valid,dataset\dataset\lungs\5542.png,dataset\dataset\masks\5542.png
5544,valid,dataset\lungs\0233.png,dataset\masks\0233.png
5545,valid,dataset\dataset\lungs\5545.png,dataset\dataset\masks\5545.png
5546,valid,dataset\dataset\lungs\5546.png,dataset\dataset\masks\5546.png
5547,valid,dataset\dataset\lungs\5547.png,dataset\dataset\masks\5547.png
5548,valid,dataset\dataset\lungs\5548.png,dataset\dataset\masks\5548.png
5549,valid,dataset\dataset\lungs\5549.png,dataset\dataset\masks\5549.png
5550,valid,dataset\dataset\lungs\5550.png,dataset\dataset\masks\5550.png
5551,valid,dataset\dataset\lungs\5551.png,dataset\dataset\masks\5551.png
5552,valid,dataset\dataset\lungs\5552.png,dataset\dataset\masks\5552.png
5553,valid,dataset\dataset\lungs\5553.png,dataset\dataset\masks\5553.png
5555,valid,dataset\lungs\0454.png,dataset\masks\0454.png
5556,valid,dataset\dataset\lungs\5556.png,dataset\dataset\masks\5556.png
5557,valid,dataset\dataset\lungs\5557.png,dataset\dataset\masks\5557.png
5558,valid,dataset\dataset\lungs\5558.png,dataset\dataset\masks\5558.png
5559,valid,dataset\dataset\lungs\5559.png,dataset\dataset\masks\5559.png
5560,valid,dataset\dataset\lungs\5560.png,dataset\dataset\masks\5560.png
5561,valid,dataset\dataset\lungs\5561.png,dataset\dataset\masks\5561.png
5562,valid,dataset\dataset\lungs\5562.png,dataset\dataset\masks\5562.png
5563,valid,dataset\dataset\lungs\5563.png,dataset\dataset\masks\5563.png
5564,valid,dataset\dataset\lungs\5564.png,dataset\dataset\masks\5564.png
5566,valid,dataset\lungs\0237.png,dataset\masks\0237.png
5567,valid,dataset\dataset\lungs\5567.png,dataset\dataset\masks\5567.png
5568,valid,dataset\dataset\lungs\5568.png,dataset\dataset\masks\5568.png
5569,valid,dataset\dataset\lungs\5569.png,dataset\dataset\masks\5569.png
5570,valid,dataset\dataset\lungs\5570.png,dataset\dataset\masks\5570.png
5571,valid,dataset\dataset\lungs\5571.png,dataset\dataset\masks\5571.png
5572,valid,dataset\dataset\lungs\5572.png,dataset\dataset\masks\5572.png
5573,valid,dataset\dataset\lungs\5573.png,dataset\dataset\masks\5573.png
5574,valid,dataset\dataset\lungs\5574.png,dataset\dataset\masks\5574.png
5575,valid,dataset\dataset\lungs\5575.png,dataset\dataset\masks\5575.png
5577,valid,dataset\lungs\0095.png,dataset\masks\0095.png
5578,valid,dataset\dataset\lungs\5578.png,dataset\dataset\masks\5578.png
5579,valid,dataset\dataset\lungs\5579.png,dataset\dataset\masks\5579.png
5580,valid,dataset\dataset\lungs\5580.png,dataset\dataset\masks\5580.png
5581,valid,dataset\dataset\lungs\5581.png,dataset\dataset\masks\5581.png
5582,valid,dataset\dataset\lungs\5582.png,dataset\dataset\masks\5582.png
5583,valid,dataset\dataset\lungs\5583.png,dataset\dataset\masks\5583.png
5584,valid,dataset\dataset\lungs\5584.png,dataset\dataset\masks\5584.png
5585,valid,dataset\dataset\lungs\5585.png,dataset\dataset\masks\5585.png
5586,valid,dataset\dataset\lungs\5586.png,dataset\dataset\masks\5586.png
5588,valid,dataset\lungs\0603.png,dataset\masks\0603.png
5589,valid,dataset\dataset\lungs\5589.png,dataset\dataset\masks\5589.png
5590,valid,dataset\dataset\lungs\5590.png,dataset\dataset\masks\5590.png
5591,valid,dataset\dataset\lungs\5591.png,dataset\dataset\masks\5591.png
5592,valid,dataset\dataset\lungs\5592.png,dataset\dataset\masks\5592.png
5593,valid,dataset\dataset\lungs\5593.png,dataset\dataset\masks\5593.png
5594,valid,dataset\dataset\lungs\5594.png,dataset\dataset\masks\5594.png
5595,valid,dataset\dataset\lungs\5595.png,dataset\dataset\masks\5595.png
5596,valid,dataset\dataset\lungs\5596.png,dataset\dataset\masks\5596.png
5597,valid,dataset\dataset\lungs\5597.png,dataset\dataset\masks\5597.png
5599,valid,dataset\lungs\0456.png,dataset\masks\0456.png
5600,valid,dataset\dataset\lungs\5600.png,dataset\dataset\masks\5600.png
5601,valid,dataset\dataset\lungs\5601.png,dataset\dataset\masks\5601.png
5602,valid,dataset\dataset\lungs\5602.png,dataset\dataset\masks\5602.png
5603,valid,dataset\dataset\lungs\5603.png,dataset\dataset\masks\5603.png
5604,valid,dataset\dataset\lungs\5604.png,dataset\dataset\masks\5604.png
5605,valid,dataset\dataset\lungs\5605.png,dataset\dataset\masks\5605.png
5606,valid,dataset\dataset\lungs\5606.png,dataset\dataset\masks\5606.png
5607,valid,dataset\dataset\lungs\5607.png,dataset\dataset\masks\5607.png
5608,valid,dataset\dataset\lungs\5608.png,dataset\dataset\masks\5608.png
5610,valid,dataset\lungs\0318.png,dataset\masks\0318.png
5611,valid,dataset\dataset\lungs\5611.png,dataset\dataset\masks\5611.png
5612,valid,dataset\dataset\lungs\5612.png,dataset\dataset\masks\5612.png
5613,valid,dataset\dataset\lungs\5613.png,dataset\dataset\masks\5613.png
5614,valid,dataset\dataset\lungs\5614.png,dataset\dataset\masks\5614.png
5615,valid,dataset\dataset\lungs\5615.png,dataset\dataset\masks\5615.png
5616,valid,dataset\dataset\lungs\5616.png,dataset\dataset\masks\5616.png
5617,valid,dataset\dataset\lungs\5617.png,dataset\dataset\masks\5617.png
5618,valid,dataset\dataset\lungs\5618.png,dataset\dataset\masks\5618.png
5619,valid,dataset\dataset\lungs\5619.png,dataset\dataset\masks\5619.png
5621,valid,dataset\lungs\0582.png,dataset\masks\0582.png
5622,valid,dataset\dataset\lungs\5622.png,dataset\dataset\masks\5622.png
5623,valid,dataset\dataset\lungs\5623.png,dataset\dataset\masks\5623.png
5624,valid,dataset\dataset\lungs\5624.png,dataset\dataset\masks\5624.png
5625,valid,dataset\dataset\lungs\5625.png,dataset\dataset\masks\5625.png
5626,valid,dataset\dataset\lungs\5626.png,dataset\dataset\masks\5626.png
5627,valid,dataset\dataset\lungs\5627.png,dataset\dataset\masks\5627.png
5628,valid,dataset\dataset\lungs\5628.png,dataset\dataset\masks\5628.png
5629,valid,dataset\dataset\lungs\5629.png,dataset\dataset\masks\5629.png
5630,valid,dataset\dataset\lungs\5630.png,dataset\dataset\masks\5630.png
5632,valid,dataset\lungs\0022.png,dataset\masks\0022.png
5633,valid,dataset\dataset\lungs\5633.png,dataset\dataset\masks\5633.png
5634,valid,dataset\dataset\lungs\5634.png,dataset\dataset\masks\5634.png
5635,valid,dataset\dataset\lungs\5635.png,dataset\dataset\masks\5635.png
5636,valid,dataset\dataset\lungs\5636.png,dataset\dataset\masks\5636.png
5637,valid,dataset\dataset\lungs\5637.png,dataset\dataset\masks\5637.png
5638,valid,dataset\dataset\lungs\5638.png,dataset\dataset\masks\5638.png
5639,valid,dataset\dataset\lungs\5639.png,dataset\dataset\masks\5639.png
5640,valid,dataset\dataset\lungs\5640.png,dataset\dataset\masks\5640.png
5641,valid,dataset\dataset\lungs\5641.png,dataset\dataset\masks\5641.png
5643,valid,dataset\lungs\0672.png,dataset\masks\0672.png
5644,valid,dataset\dataset\lungs\5644.png,dataset\dataset\masks\5644.png
5645,valid,dataset\dataset\lungs\5645.png,dataset\dataset\masks\5645.png
5646,valid,dataset\dataset\lungs\5646.png,dataset\dataset\masks\5646.png
5647,valid,dataset\dataset\lungs\5647.png,dataset\dataset\masks\5647.png
5648,valid,dataset\dataset\lungs\5648.png,dataset\dataset\masks\5648.png
5649,valid,dataset\dataset\lungs\5649.png,dataset\dataset\masks\5649.png
5650,valid,dataset\dataset\lungs\5650.png,dataset\dataset\masks\5650.png
5651,valid,dataset\dataset\lungs\5651.png,dataset\dataset\masks\5651.png
5652,valid,dataset\dataset\lungs\5652.png,dataset\dataset\masks\5652.png
5654,valid,dataset\lungs\0054.png,dataset\masks\0054.png
5655,valid,dataset\dataset\lungs\5655.png,dataset\dataset\masks\5655.png
5656,valid,dataset\dataset\lungs\5656.png,dataset\dataset\masks\5656.png
5657,valid,dataset\dataset\lungs\5657.png,dataset\dataset\masks\5657.png
5658,valid,dataset\dataset\lungs\5658.png,dataset\dataset\masks\5658.png
5659,valid,dataset\dataset\lungs\5659.png,dataset\dataset\masks\5659.png
5660,valid,dataset\dataset\lungs\5660.png,dataset\dataset\masks\5660.png
5661,valid,dataset\dataset\lungs\5661.png,dataset\dataset\masks\5661.png
5662,valid,dataset\dataset\lungs\5662.png,dataset\dataset\masks\5662.png
5663,valid,dataset\dataset\lungs\5663.png,dataset\dataset\masks\5663.png
5665,valid,dataset\lungs\0383.png,dataset\masks\0383.png
5666,valid,dataset\dataset\lungs\5666.png,dataset\dataset\masks\5666.png
5667,valid,dataset\dataset\lungs\5667.png,dataset\dataset\masks\5667.png
